name,address,city,postcode,country,lat,lng,website,operator,phone,opening_hours
The Havering Well,Rush Green Road,London,,GB,51.5658397,0.177501,https://www.craftunionpubs.com/havering-well-romford,Stonegate,,
Duchess of Kent,,London,,GB,51.4743801,0.1574564,,,,
Bricklayers Arms,6 Queens Road,Walton-on-Thames,KT12 5LS,GB,51.3663194,-0.4021628,https://www.thebricklayersarmshersham.co.uk/,,,Mo-Th 11:00-23:00; Fr-Sa 11:00-23:30; Su 11:00-22:30
The Long Pond,110 Westmount Road,London,SE9 1UT,GB,51.4569365,0.0596235,,,,"Mo 17:00-22:00; Tu-We 11:30-14:30,17:00-22:00; Th-Fr 11:30-14:30, 17:00-23:00; Sa 11:00-15:00,18:00-23:00; Su 12:30-14:30"
Little Green Dragon,928 Green Lanes,London,,GB,51.6360608,-0.0909623,,,,
The Three Greyhounds,,London,,GB,51.5134435,-0.1303052,https://www.nicholsonspubs.co.uk/restaurants/london/thethreegreyhoundssoholondon,,,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-22:30
Southwark Brewing,46 Druid Street,London,SE1 2EZ,GB,51.5005941,-0.0771444,https://www.southwarkbrewing.co.uk/,,,"Tu,Th,Fr 17:00-22:00; Sa 12:00-18:30; We,Su,Mo off"
The Guard House,No 1 Street,London,SE18 6GH,GB,51.4918809,0.0691701,https://www.theguardhousewoolwich.co.uk/,,+44 20 3437 0900,Mo-Fr 10:00-23:00; Sa 08:00-23:00; Su 09:00-23:00
The Queen's Arms,,London,TW6 1EW,GB,51.4689781,-0.4511445,,,,
London's Pride,,London,,GB,51.4692303,-0.4487541,https://www.londonspride.com/,,,
Big Smoke,,London,,GB,51.4691296,-0.4485977,,,,
The Cally,427 Caledonian Road,London,N7 9BG,GB,51.5457513,-0.1180862,,,,
The Bethnal Green Tavern,456 Bethnal Green Road,London,E2 0EA,GB,51.5269533,-0.0583505,,,,
The Elephant and Castle,119 Newington Causeway,London,SE1 6BN,GB,51.4953555,-0.0996603,https://elephantandcastlepub.com/,,+44 20 7403 8124,Su-We 12:00-24:00; Th 12:00-25:00; Fr-Sa 12:00-26:00
Nancy Spains,143 Fenchurch Street,London,EC3M 6BL,GB,51.5116889,-0.0826189,,,,
Cheers Bar & Lounge,5-9 Leytonstone Road,London,E15 1JA,GB,51.5461024,0.0046061,,,,
Ganley's Irish Bar,43-45 London Road,London,SM4 5HT,GB,51.4024188,-0.1935054,https://ganleysirishbar.com/,,,
The Dairyman,16-18 High Street,Brentwood,CM14 4AB,GB,51.6207556,0.3044383,https://www.jdwetherspoon.com/pubs/all-pubs/england/essex/the-dairyman-brentwood,,,"Mo-Th, Su 08:00-24:00; Fr-Sa 08:00-25:00"
The Racehorse,,London,,GB,51.3663292,-0.1673205,,,,
The Man of Aran,,London,,GB,51.5732914,-0.3708659,,,,
The King & Co.,100 Clapham Park Road,London,SW4 7BZ,GB,51.4595004,-0.1340734,https://thekingandco.uk/,,+44 20 7498 1971,"Mo-We 16:00-23:00, Th 16:00-00:00, Fr 16:00-01:00, Sa 12:00-01:00, Su 12:00-23:00"
Heist Bank,5 North Wharf Road,London,W2 1LA,GB,51.5188127,-0.1761484,,,,Mo 12:00-22:00; Tu 12:00-23:00; We-Th 12:00-23:30; Fr-Sa 12:00-24:00; Su 12:00-20:00
Hiver Taproom,56 Stanworth Street,London,SE1 3NY,GB,51.4988354,-0.0746673,https://hiverbeers.com/pages/taproom,Hiver Beers,+44 7740251649,Fr 12:00-20:00; Sa 11:00-20:00; Su 12:00-18:00
The Phoenix,Windsor Walk,London,SE5 8BB,GB,51.4680147,-0.0896697,,,,
The Highgate Inn,,London,,GB,51.5782645,-0.148846,,,,
The Merton Apprentice,14 Watermill Way,London,SW19 2RD,GB,51.4132666,-0.1832663,,,,
The Cricketers,,London,,GB,51.3678236,-0.3114189,,,,
Long Arm Pub & Brewery,20-26 Worship Street,London,EC2A 2DX,GB,51.5219834,-0.0855031,,,,Th-Sa 11:00-02:00; Mo-We 11:00-00:00; Su 11:00-23:00
Nine Elms Tavern,3 Riverlight Quay,London,SW11 8AY,GB,51.4825263,-0.1375016,,,,
The Royal Surrey,,London,,GB,51.4028738,-0.1918306,,,,
The Sir John Hawkshaw,Cannon Street,London,EC4N 6AP,GB,51.510926,-0.0899801,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-sir-john-hawkshaw-london,,+44 20 3206 1004,
Ninth Ward,99-101 Farringdon Road,London,EC1R 3BN,GB,51.5224158,-0.1074931,https://ninthwardlondon.com,,+44 20 7833 2949,Tu-We 16:00-26:00; Th-Fr 12:00-27:00; Sa 17:00-27:00
Fabal Beerhall,88 Druid Street,London,SE1 2HQ,GB,51.4993771,-0.0747406,,,,Th-Fr 17:00-22:00 Sa 15:00-23:00
The Bootlegger Vault,5 Hill Street,Richmond,TW9 1SX,GB,51.4593606,-0.3063852,,,+44 20 8332 0055,
Lane7,,London,,GB,51.4971488,-0.1391026,,,,
"Guy, Earl of Warwick",,London,,GB,51.4610664,0.1155388,,,,
The Running Horse,7 Piazza Walk,London,E1 8FU,GB,51.5136121,-0.0698082,https://therunninghorsealdgate.co.uk/,,+44 20 3883 8286,Mo-Th 11:00-23:00; Fr 11:00-00:0; Sa 12:00-00:00; Su 12:00-21:30
Catford Cricket Club,Penerley Road,London,SE6 2LQ,GB,51.4417841,-0.019064,,,+44 20 8698 3070,
The Oaks,Old Uxbridge Road,Rickmansworth,WD3 9XP,GB,51.6123674,-0.5105849,,,,
Upminster TapRoom,1b Sunnyside Gardens,London,RM14 3DT,GB,51.5560177,0.251602,,,,
The Rose,,London,,GB,51.5021916,-0.0855668,,,,
Brewers Fayre,,London,,GB,51.455812,0.1429912,,,,
Foresters Arms,,London,,GB,51.4753607,0.1086134,,,,
Rose and Crown,15 Welling High Street,London,DA16 1TR,GB,51.4620055,0.1128861,,,,
The Crowning Angel,87-89 South Street,London,RM1 1PA,GB,51.5763481,0.1826436,https://www.craftunionpubs.com/crowning-angel-romford/opening-times,Stonegate,,
Ivy Tree,113-117 South Street,London,RM1 1NX,GB,51.5757041,0.1831804,,,,
The Golden Lion,2 High Street,Romford,RM1 1HR,GB,51.5784833,0.1800662,https://www.greeneking-pubs.co.uk/pubs/essex/golden-lion/,,,
The Ring,72 Blackfriars Road,London,SE1 8HA,GB,51.5035696,-0.1048294,https://www.theringbarlondon.co.uk/,,+44 20 7620 0811,
The Space Bar,269 Westferry Road,London,E14 3RS,GB,51.4921523,-0.0241157,,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
The Charlotte,,London,,GB,51.5038279,-0.1019917,,,,
The Wigmore,15 Langham Place,London,,GB,51.5174615,-0.1431601,,,,Mo-We 12:00-00:00; Th-Sa 12:00-01:00; Su 12:00-19:00
The Leather Bottle,538 Garratt Lane,London,SW17 0NY,GB,51.4368719,-0.1871873,https://www.leatherbottlepub.co.uk/,Young & Co,,
The North Star,271 Hook Road,Chessington,KT9 1EQ,GB,51.3709474,-0.3055479,,,,
BrewDog,Great Tower Street,London,EC3R 5AR,GB,51.5099031,-0.0807577,https://drink.brewdog.com/uk/brewdog-tower-hill-outpost,,+44 20 7929 2545,Mo-We 12:00-23:00; Th 12:00-01:00; Fr 12:00-00:00; Sa 11:00-00:00; Su 11:00-23:00
One Under Lime,1 Leadenhall Place,London,EC3M 7DX,GB,51.5129709,-0.0828055,,,,
Red Lion,,London,,GB,51.6524746,-0.1990388,https://www.stonehouserestaurants.co.uk/nationalsearch/eastofengland/theredlionbarnet#/,,,
The Sail Loft,11 Victoria Parade,London,SE10 9FR,GB,51.4830352,-0.0142556,https://www.sailloftgreenwich.co.uk/,Fullers,,Mo-Sa 10:00-23:00; Su 10:00-22:30
Exchange Square,,London,,GB,51.5200131,-0.0808406,,,,
Bridge Tavern,,London,,GB,51.6141423,-0.2490155,,,,
The Cotton Mill,Station Road,Swanley,BR8 8ET,GB,51.3950476,0.1754828,,,,"Mo-Fr 16:00-22:00; Sa, Su 12:00-22:00"
The Country House,2 Groton Road,London,SW18 4EP,GB,51.4420315,-0.1889649,,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
The Colley Rowe Inn,54-56 Collier Row Road,Romford,RM5 3PA,GB,51.5988869,0.1609218,https://www.jdwetherspoon.com/pubs/all-pubs/england/essex/the-colley-rowe-inn-collier-row,,,"Mo,Tu,We,Th,Fr,Sa,Su 08:00-24:00"
The Dial,Peninsula Square,London,SE10 0SQ,GB,51.5004875,0.0053629,https://thedialldn.com/,Meantime Brewery,+44 20 3879 6316,Mo-We 12:00-23:00; Th 12:00-24:00; Fr 12:00-25:00; Sa 10:00-25:00; Su 10:00-24:00
The Waterside Venue,367 Uxbridge Road,Rickmansworth,WD3 8DT,GB,51.6332248,-0.4941487,,,,
The Hangar,37 The Oval,London,DA15 9ER,GB,51.4452939,0.1026691,,,,
The Radius Arms,205 Godstone Road,Whyteleafe,CR3 0EL,GB,51.3093548,-0.0796121,,,,"Tu-Th 16:00-21:30; Fr,Sa 14:00-22:30; Su 12:00-17:00"
Salt Deptford,Market Yard,London,SE8 4BX,GB,51.4780491,-0.0265975,,,,Mo-Th 16:00-23:00; Fr-Sa 12:00-23:00; Su 12:00-22:00
Welcome Inn,300 Parchmore Road,Thornton Heath,CR7 8HB,GB,51.4074239,-0.1050308,,,,
The Cricketers,47 Shirley Road,Croydon,CR0 7ER,GB,51.3812987,-0.0629125,,,,
The Orchard,116 Orchard Way,Croydon,CR0 7NN,GB,51.3858533,-0.0401536,,,,
Sports Bar & Grill,1 Crossrail Place,London,E14 5AR,GB,51.5062159,-0.0185144,,Stonegate,,"Mo-We 10:00-23:00; Th 10:00-23:30; Fr,Sa 10:00-24:00; Su 10:00-22:30"
Tiffty Tom's,249 Neasden Lane,London,NW10 1QG,GB,51.5594154,-0.2501576,,,,
The Star,,London,,GB,51.5634509,-0.1426426,,,,
VII Hotel and Indian Food,760-762 Bath Road,London,TW5 9TY,GB,51.4798171,-0.412172,,,,
The Gun,54 Brushfield Street,London,E1 6AG,GB,51.5189211,-0.0761157,https://www.urbanpubsandbars.com/venues/the-gun-london,,+442078469594,Mo-Sa 12:00-23:30; Su 12:00-22:00
Northumberland Arms,11 London Road,London,TW8 8JB,GB,51.4822506,-0.3127708,,,,
Stag's Head,102 New Cavendish Street,London,,GB,51.5199434,-0.1432132,,,,
Comrades Club,,London,,GB,51.3329849,-0.2663093,,,,
J.J. Moon's,553 Kingsbury Road,London,NW9 9EL,GB,51.5846271,-0.2800026,https://www.jdwetherspoon.com/pubs/j-j-moons-kingsbury/,,,
J.J. Moon's,,London,,GB,51.4278691,-0.1684081,https://www.jdwetherspoon.com/pubs/j-j-moons-tooting/,,,
On Broadway,,London,,GB,51.6319862,-0.0957415,,,,
The Three Wishes,,London,,GB,51.6317023,-0.0959212,,,,
The Black Dog,,London,,GB,51.4855411,-0.3018164,,,,"Mo,We,Th 12:00-23:00; Fr,Sa 12:00-23:30; Su 12:00-22:30"
Battersea Brewery,12-14 Arches Lane,London,SW11 8AB,GB,51.4828518,-0.147044,https://batterseabrew.co.uk,,+44 20 8161 2366,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-23:00
The Grazing Goat,6 New Quebec Street,London,,GB,51.5152677,-0.1581425,,,,
The Pregnant Man,40 Chancery Lane,London,WC2A 1JA,GB,51.5165968,-0.1122479,https://thepregnantman.co.uk/,,+44 20 7462 7174,Mo-We 12:00-23:00; Th-Fr 12:00-00:00
The High Cross,350 High Road,London,N17 9HT,GB,51.5893789,-0.0701255,https://www.instagram.com/highcrosslondon/,,+44 20 8292 8115,Su 12:00-22:30; Tu-We 16:00-23:00; Th-Sa 12:00-23:00
The Bell on the Green,661 Staines Road,Feltham,TW14 8PA,GB,51.4511716,-0.4386407,https://thebellonthegreen.com/,,+44 20 8751 1599,Su-Th 11:00-23:00; Fr-Sa 11:00-00:30
The Signal Box,Eversholt Street,London,NW1 2HS,GB,51.5280324,-0.1328679,https://www.signalboxeuston.co.uk/,,,
Mother Kelly's E20,27-30 Victory Parade,London,E20 1FS,GB,51.5480468,-0.0099843,,,,
The Hare and Hounds,325 Purley Way,Croydon,CR0 4NU,GB,51.3715457,-0.1170962,,,,
The Station Pantry,,London,,GB,51.5317471,-0.1263722,,,,
Bullfinch Brewery,,London,SE24 9EH,GB,51.4481716,-0.1016817,,,,Tu-Su 12:00-22:00
O'Briens,137 Uxbridge Road,London,W13 9AU,GB,51.5113903,-0.3155599,,,,
The Wheatsheaf,6 Windus Road,London,N16 6UP,GB,51.5661351,-0.0722466,,,,
The Swan,25 Park Road,Bushey,WD23 3EE,GB,51.6454739,-0.3642928,,,,Mo-Sa 12:00-23:00; Su 12:00-22:30
The Ice Wharf,Jamestown Road,London,NW1 7BY,GB,51.5407576,-0.1456555,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-ice-wharf-camden,,,"Mo,Tu,We,Su 08:00-23:30; Th 08:00-24:30; Fr,Sa 08:00-25:30"
Kew Gardens Hotel,,London,,GB,51.4761163,-0.2868702,,Kew Gardens Hotel,,
Battersea Brewery,8 Almond Road,London,SE16 3LR,GB,51.491708,-0.0595038,https://batterseabrew.co.uk/,,,Sa 12:00-21:00
Karamel,4 Coburg Road,London,,GB,51.5944758,-0.1124687,,,,
The Telegraph,11 Telegraph Street,London,EC2R 7AR,GB,51.5157141,-0.0886215,https://www.telegraphmoorgate.co.uk/,,,
Pressure Drop,,London,,GB,51.5905271,-0.0580414,https://pressuredropbrewing.co.uk/pages/taproom,,,
The Eva Hart,1128 High Road,Romford,RM6 4AH,GB,51.5704744,0.1300529,,,,
The Bolthole,12 Falconwood Parade,London,DA16 2PL,GB,51.4567531,0.0944014,,,,
White Swan,21 Alie Street,London,E1 8DE,GB,51.5136334,-0.0717175,https://www.whiteswanaldgate.co.uk/,,+44 20 7702 0448,Mo-Fr 11:00-23:00
Black Horse,40 Leman Street,London,E1 8EU,GB,51.5137054,-0.0707311,,,+44 20 7488 1406,Mo-Sa 12:00-23:29
Exale Taproom,Blackhorse Lane,London,E17 5QJ,GB,51.5932478,-0.0414688,https://exalebrew.co.uk/,,,Th 16:00-23:00; Fr 16:00-02:00; Sa 12:00-02:00; Su 12:00-20:00
The Surprise,16 Southville,London,SW8 2PP,GB,51.47448,-0.1313166,,,,
The Hayden,,London,,GB,51.5153695,-0.1913501,https://www.haydennottinghill.com/,,,Mo-Sa 10:00-23:00; Su 10:00-22:30
The Telephone Exchange,10-18 London Bridge Street,London,SE1 9SG,GB,51.5050863,-0.0879148,https://www.telephoneexchange.co.uk,Fullers,,
The Leather Saddle,138 Broadway,London,W13 0TL,GB,51.5097694,-0.3272,,,,
The Old Hat,128 Broadway,London,W13 0SY,GB,51.509947,-0.3265639,,,,
The Tommy Flowers,50 Aberfeldy Street,London,E14 0NU,GB,51.513588,-0.0053807,,,,
The Barrel Project,80 Druid Street,London,SE1 2HQ,GB,51.4994717,-0.0748793,https://www.thebarrelproject.co.uk,,+44 20 7394 6763,We-Fr 16:00-23:00; Sa 11:00-23:00; Su 12:00-19:00
71 Enid Street,71 Enid Street,London,SE16 3RA,GB,51.4978208,-0.0727331,,,,
Gosnells Meadery Taproom,72 Enid Street,London,SE16 3RA,GB,51.4977781,-0.0726563,https://www.gosnells.co.uk/pages/gosnells-meadery-taproom,,,We-Fr 16:00-22:30; Sa-Su 12:00-22:30
The Windjammer,25 Admiralty Avenue,London,E16 2PN,GB,51.4994426,0.031017,https://www.windjammerlondon.co.uk/,,+44 20 8222 9318,Mo-Sa 12:00-23:00; Su 12:00-22:00
The Prince of Wales,8 Kensington Church Street,London,W8 4EP,GB,51.5023506,-0.1909183,https://www.greeneking-pubs.co.uk/pubs/greater-london/prince-of-wales-kensington,Taylor Walker,,Mo-Fr 11:00-23:00; Sa 11:00-23:30; Su 11:00-22:30
The Perseverance,63 Lamb's Conduit Street,London,,GB,51.5222375,-0.1188581,,,,
The Queens Head,64 Theobalds Road,London,WC1X 8SF,GB,51.5206791,-0.1170161,,,,
The Rugby Tavern,19 Great James Street,London,WC1N 3ES,GB,51.5219851,-0.1173567,,,,
The Kings Arms,110 Uxbridge Road,London,W7 3SU,GB,51.5086895,-0.3373287,,,,
The Lady Ottoline,11a Northington Street,London,WC1N 2JF,GB,51.5220506,-0.1150708,http://www.theladyottoline.com/,,,
Three Hounds,57 Beckenham Road,Beckenham,BR3 4PR,GB,51.4085153,-0.0391288,https://www.threehoundsbeerco.com/,,+44 20 3976 0028,Mo-We 15:00-22:00; Th 14:00-22:00; Fr 09:00-18:00; Sa 12:00-22:00; Su 12:00-21:00
Tap Room,,London,,GB,51.606551,-0.1188983,https://www.bohembrewery.com/bohem-tap-room/,,,
The Duke of Clarence,148 Old Brompton Road,London,SW5 0BE,GB,51.4908911,-0.1825444,https://www.thedukeofclarencesw5.co.uk/,,+44 20 7373 1285,
London Welsh Bar,157-163 Gray's Inn Road,London,WC1X 8UE,GB,51.5248677,-0.1170162,,,+44 20 7837 3722,Mo Off; Tu-Th 18:00-23:00; Fr Off; Sa Off; Su Off
K K McCools,265 West Green Road,London,N15 3BH,GB,51.5862995,-0.0889222,,,+44 2088 818 036,Mo-Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 12:00-00:00
The Pembroke,261 Old Brompton Road,London,SW5 9JA,GB,51.4889152,-0.1914946,https://www.thepembrokesw5.co.uk/,,+44 20 7373 8337,
The Goodness Brewing Company,,London,,GB,51.5932825,-0.1140951,https://www.thegoodnessbrew.co/,The Goodness,,
The Sydney Arms,70 Sydney Street,London,SW3 6NJ,GB,51.4887592,-0.1695057,https://www.sydneyarmschelsea.com/,,+44 20 7352 7924,
The Lord Nelson,386 Old Kent Road,London,SE1 5AA,GB,51.4867601,-0.0741916,,,+44 20 7701 8510,Mo-Fr 11:00-23:00; Sa 11:00-01:00; Su 12:00-22:30
Gravity Well Taproom,Arch 155 Midland Road,London,E10 6JT,GB,51.5697138,-0.007739,https://www.gravitywellbrewing.co.uk/,,,We-Th 16:00-22:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-18:00
Rose & Crown,90-92 Lower Sloane Street,London,SW1W 8BU,GB,51.4901063,-0.1569458,,,+44 20 7730 2967,
Black George,181 Uxbridge Road,London,W13 9AA,GB,51.5111175,-0.3173636,,,,
The Craft Beer Rooms,,London,,GB,51.3759898,0.0102046,,,,
The Coney,35 Croydon Road,West Wickham,BR4 9HZ,GB,51.3701653,0.0006925,,,,
The Wheatsheaf on the Green,40 Esher Green,Esher,KT10 8AG,GB,51.371597,-0.3665668,,,,
Cart and Horses,Quickmoor Lane,Kings Langley,WD4 9BA,GB,51.6936969,-0.4858788,,,,
The Dolphin,Rockingham Road,Uxbridge,UB8 2UB,GB,51.5436041,-0.4878349,,,,
The Oddfellows,14 Fearnley Street,Watford,,GB,51.6523997,-0.4007681,,,+44 1923 225766,
Tooting Tram & Social,,London,,GB,51.426693,-0.1667803,,,,
Queens Tavern,121 South Africa Road,London,W12 7PA,GB,51.5104553,-0.230398,,,+44 7778 707000,
Creative Juices Brewing Company,Denham Way,Rickmansworth,WD3 9XQ,GB,51.6284246,-0.5092132,,,,
The Green,172-174 Uxbridge Road,London,W12 7JP,GB,51.50531,-0.2248736,https://www.crafted-social.co.uk/green-shepherds-bush,Stonegate,,
The Owl and the Pussycat,106 Northfield Avenue,London,W13 9RT,GB,51.5029728,-0.3170027,,,,Mo-Sa 16:00-22:00; Su 13:00-17:00
Players,184 Northfield Avenue,London,W13 9SB,GB,51.5009748,-0.3154255,,,,
Ramble Inn,,London,,GB,51.4226708,-0.1601958,,,,
Ryan's,282-284 Northfield Avenue,London,W5 4UB,GB,51.49837,-0.3140408,,,,
The Joiners Arms,50-52 Woodside Green,London,SE25 5EU,GB,51.3870114,-0.0703479,,,,
Babel Beerhouse,1 Lewis Cubitt Walk,London,N1C 4DL,GB,51.5377081,-0.125856,https://www.babelbeerhouse.com/,,+44 20 8161 4446,Mo 12:00-22:00; Tu-Fr 12:00-23:00; Sa 12:00-24:00; Su 12:00-22:00
The Dark Horse,87/88 North Yard,London,NW1 8AH,GB,51.5426466,-0.148964,,,,
Walkabout,76 The Parade,Watford,WD17 1AW,GB,51.6583345,-0.4006264,https://www.walkaboutbars.co.uk/watford,Stonegate,,
Bickley & Widmore Working Men's Club,,London,,GB,51.4015272,0.035294,,,,
Wishful Drinking Bottleshop & Taproom,124 High Street,Rickmansworth,WD3 1AB,GB,51.6392156,-0.4723185,https://www.wishfuldrinking.co.uk/,,,Su-Th 12:00-23:00; Fr 12:00-23:30; Sa 11:00-23:30
The Outpost,7 Almond Road,London,,GB,51.4917553,-0.0596016,https://www.threehillsbrewing.com/,Three Mills Brewing,,Tu 13:00-17:00; Th 17:00-23:00; Fr 16:00-23:00; Sa 13:00-23:00
Cloudwater,73 Enid Street,London,SE16 3RA,GB,51.4977423,-0.072581,https://cloudwaterbrew.co/,,,Mo 17:00-22:00; Tu-Th 15:00-22:00; Fr-Sa 13:00-22:00; Su 13:00-20:00
Bianca Road Brew Co.,83-84 Enid Street,London,SE16 3RA,GB,51.4974282,-0.0719546,https://biancaroad.com/,,,We-Fr 14:00-22:00; Sa 13:00-21:00; Su 12:00-19:00
Craft Beer Junction,86 Enid Street,London,SE16 3RA,GB,51.4973064,-0.0717147,,,,We-Th 16:00-23:00; Fr 15:00-23:00; Sa 12:00-23:00; Su 12:00-22:00
Villages,21-26 Resolution Way,London,SE8 4NT,GB,51.4784965,-0.0238312,https://villagesbrewery.com/,,,Th-Fr 18:00-23:00; Sa 12:00-23:00; Su 12:00-22:00
The Blythe Hill Tavern,319 Stanstead Road,London,SE23 1JB,GB,51.4423194,-0.033722,https://www.blythehilltavern.org.uk,,+44 20 8690 5176,Mo-We 11:00-23:00; Th-Sa 11:00-24:00; Su 12:00-23:00
The Albion,121 Hammersmith Road,London,W14 0QL,GB,51.4944109,-0.2127554,http://www.thealbionpub.com/,,,
Tank & Paddle Minster Court,3 Mincing Lane,London,EC3R 7AA,GB,51.510923,-0.081332,https://www.tankandpaddle.co.uk/minster-court,Stonegate,+44 20 7929 8399,
Grosvenor Arms,17 Sidney Road,London,SW9 0TP,GB,51.4699105,-0.1172631,https://www.thegrosvenorarmsbrixton.com/,,,"Mo-Fr 16:00-23:59,00:00-11:30; Sa 12:00-23:30; Su 12:00-22:30"
Prince of Wales,23 Bridge Road,East Molesey,KT8 9EU,GB,51.4026419,-0.3446994,,,,
The Market Tavern,28 Market Street,Watford,,GB,51.6546184,-0.3989006,,,,
The Hoxton Hound,,London,,GB,51.5308048,-0.0757684,,,,
The Pick & Shovel,148 Shenley Road,Borehamwood,WD6 1EQ,GB,51.657275,-0.2721574,https://www.facebook.com/p/The-Pick-Shovel-Borehamwood-61557349570876/,,,
Parlez,16 Coulgate Street,London,SE4 2RW,GB,51.4642009,-0.0373021,,,,
The Growler Stop,Spital Street,Dartford,DA1 2EH,GB,51.4454917,0.21303,https://www.growlerstop.co.uk/,,,
Mad Squirrel Taproom,3 High Street,Watford,WD18 0BW,GB,51.6539263,-0.394,,,,
Joiners Arms,66 Lewisham High Street,London,SE13 5JH,GB,51.4632432,-0.0107425,,,,
Badger Badger,139-145 Deptford High Street,London,SE8 3NU,GB,51.4790804,-0.0262163,https://www.badgerbadger.org/,,+44 20 8691 5642,Mo-Th 10:00-23:00; Fr 10:00-25:00; Sa-Su 12:00-25:00
Champions Bar,,London,,GB,51.4367221,0.2311618,,,,
The Plum Tree Beer Shop,154 Plumstead Common Road,London,SE18 2UL,GB,51.4808444,0.078666,,,,
Beavertown Brewery Taproom,Mill Mead Road,London,N17 9QP,GB,51.590616,-0.0567958,https://beavertownbrewery.co.uk/pages/taproom,Beavertown,,Sa-Su 12:00-21:00
The Anchor & Hope,36 The Cut,London,SE1 8LP,GB,51.5034633,-0.1066199,https://www.anchorandhopepub.co.uk,,+44 20 7928 9898,Mo-Tu 16:00-22:30; We-Sa 11:00-22:30; Su 12:00-18:00
The Twelve Pins,263 Seven Sisters Road,London,N4 2DE,GB,51.5648205,-0.1047935,,,,"Mo-Th 12:00-24:00; Fr 11:00-24:00; Sa 00:00-01:00,11:00-24:00; Su 00:00-01:00,11:00-24:00"
Brick Brewery Taproom,,London,,GB,51.4696022,-0.0695297,https://brickbrewery.co.uk,,,
Horse & Chains,,London,,GB,51.6412351,-0.3586477,,,,
Old Town Tavern,29 North Street,London,,GB,51.4661168,-0.1421957,https://www.oldtowntavern.co.uk/,,+44 20 7642 8642,"Mo 17:00-22:00; Tu-Th 17:00-00:00; Fr, Sa 14:00-02:00; Su 12:00-23:00"
The Green Goddess,43A Vanbrugh Park,London,SE3 7AB,GB,51.4771393,0.0188457,https://www.thegreengoddess.pub/,,,Tu 16:00-22:30; We-Sa 12:00-22:30; Su 12:00-21:00
Bishops,399 Fulham Palace Road,London,SW6 6TA,GB,51.474133,-0.2131703,https://www.bishopsbar.co.uk/,,,
BrewDog,1 The Sidings,London,,GB,51.5021808,-0.1154758,https://drink.brewdog.com/uk/brewdog-waterloo,,,
Brewery Tap,Primrose Hill,Brentwood,CM14 4LT,GB,51.6166175,0.2996214,https://www.craftunionpubs.com/brewery-tap-brentwood,Stonegate,,
Last Hop,Clarence Street,Staines-upon-Thames,TW18 4BU,GB,51.4334948,-0.5161675,https://lasthop.co.uk/,,,
The Rosy Hue,,London,,GB,51.4938637,-0.0973295,,,,
Cother Arms,,London,,GB,51.6701748,-0.3970608,https://www.craftunionpubs.com/cother-arms-watford,Stonegate,,
Brixton Brewery Tap Room,548 Brixton Station Road,London,SW9 8PF,GB,51.4634936,-0.1094562,https://brixtonbrewery.com/pages/taproom,,,
The Hanbury,33 Linton Street,London,N1 7DU,GB,51.5361093,-0.0934055,https://www.thehanbury.co.uk/,,,Mo 15:00-22:00; Tu-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00
Prince Albert Rose's,,London,,GB,51.4933673,0.0634517,,,,
The Graduate,107-109 Blackheath Road,London,SE10 8PD,GB,51.4731439,-0.0153915,https://thegraduate.uk/,,,"Mo-Th, Sa 11:00-24:00; Fr 11:00-26:30; Su 11:30-23:00"
Life of Reilly,,London,,GB,51.6008844,-0.3181673,,,,
The Grey Horse,46 Richmond Road,Kingston upon Thames,KT2 5EE,GB,51.414309,-0.3006312,https://www.grey-horse.co.uk,,+44 20 8617 9860,Su-Th 12:00-23:00; Fr-Sa 12:00-01:00
Finchley Tavern,686 High Road,London,N12 9PT,GB,51.6129652,-0.1756474,,,,
Brick Lane Taproom,Brick Lane,London,E1 6QL,GB,51.520961,-0.0724088,https://www.bricklanetaproom.co.uk/,,,
The Buxton,42 Osborn Street,London,E1 6TD,GB,51.5172501,-0.0702726,,,,"Mo-Th 08:00-23:00; Fr,Sa 08:00-23:30; Su 08:00-19:30"
The River Ale House,131 Woolwich Road,London,SE10 0RJ,GB,51.4862674,0.0132944,https://www.theriveralehouse.com/,,,Mo-Th 16:00-23:00; Fr 14:00-23:00; Sa 12:00-23:00; Su 13:00-23:00
Beavertown Corner Pin,732 High Road,London,N17 0AG,GB,51.6022547,-0.0674075,,Beavertown Brewery,,Mo-We 12:00-22:00; Th-Fr 12:00-23:00; Sa 11:00-23:00; Su 11:00-21:00
No.8 Tottenham,724-726 High Road,London,N17 0AG,GB,51.6020531,-0.0674609,,,,
Kings Arms,16 King William Walk,London,SE10 9JH,GB,51.4808515,-0.007991,https://www.greeneking-pubs.co.uk/pubs/greater-london/kings-arms-greenwich/,,+44 20 8858 4544,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-23:00
