name,address,city,postcode,country,lat,lng,website,operator,phone,opening_hours
Railway Inn,144 Ely Road,Cardiff,CF5 3AB,GB,51.486058,-3.2298887,,,+44 29 2033 1374,"Mo 15:00-23:00, Tu 15:00-23:00, We 15:00-23:00, Th 15:00-23:00, Fr 12:00-24:00, Sa 12:00-24:00, Su 12:00-23:00"
The Discovery,Celyn Avenue,Cardiff,CF23 6EH,GB,51.514643,-3.1692618,,,+44 2920 755 015,"Mo-Th 12:00-23:30; Fr 12:00-00:00; Sa 00:00-00:30,12:00-00:00; Su 00:00-00:30,12:00-23:00"
New Bridge Inn,Abergele Road,Cardiff,CF3 1RR,GB,51.5166894,-3.1112326,https://www.sabrainpubs.com/newbridge,Marstons,+44 2920 308 031,Mo-Su 12:00-22:00
The Butchers Arms,29 Llandaff Road,Cardiff,CF11 9NG,GB,51.4828631,-3.2025326,https://butchersarmscanton.wordpress.com/,Brains,+44 2920 310 746,Mo-Fr 12:00-23:00; Sa 11:00-23:30; Su 12:00-22:30
The Albion,28 Glebe Street,Penarth,CF64 1EF,GB,51.4411757,-3.1751468,,,+44 2920 330 743,Mo-Th 15:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-23:00
The Highfields Inn,Caerau Road,Cardiff,CF5 5JP,GB,51.471754,-3.2492593,https://sabrainpubs.com/pubs-and-hotels/south-wales/cardiff/highfields,Marstons,+44 2920 333 208,Mo-Su 12:00-22:00
The Hollybush Cyncoed,Glyn Coed Road,Cardiff,CF23 7DX,GB,51.52408,-3.1550112,https://www.hollybushpubcardiff.co.uk/,Marstons,,Mo-Su 11:00-23:00
The Victoria Park,422 Cowbridge Road East,Cardiff,CF5 1JL,GB,51.4828513,-3.2162431,https://www.victoriaparkhotelpubcardiff.co.uk/,Marstons,+44 2920 374 212,Mo-Su 12:00-23:00
Black Lion,49 Cardiff Road,Cardiff,CF5 2DQ,GB,51.4934618,-3.2194291,https://www.blacklionpubllandaff.co.uk/,Marstons,+44 2920 567 312,"Su-Th 12:00-23:00, Fr,Sa 12:00-24:00"
Duke of Wellington,42 The Hayes,Cardiff,CF10 1AJ,GB,51.4783804,-3.1758479,https://www.dukeofwellingtoncardiff.co.uk/,Brains,+44 2920 337 190,Mo-Su 11:00-23:00
Blue Bell,33 High Street,Cardiff,,GB,51.4810591,-3.1805799,http://bluebellcardiff.co.uk,,,
The Flute and Tankard,4 Windsor Place,Cardiff,CF10 3BX,GB,51.483188,-3.1731068,https://thefluteandtankard.com,,,
Cathays Beer House,109 Crwys Road,Cardiff,CF24 4NF,GB,51.4958484,-3.1796189,,,,"Mo,We 16:00-22:00; Th-Sa 11:00-22:00; Su 12:00-21:00"
The New Inn,67 Caerphilly Road,Cardiff,CF14 4AE,GB,51.5099857,-3.1999224,,,,
The Borough Arms,8 Saint Mary Street,Cardiff,CF10 1AT,GB,51.4797596,-3.1790543,,,,Mo-Th 10:00-23:30; Fr-Sa 10:00-25:30; Su 11:00-23:00
Old Arcade,14-15 Church Street,Cardiff,CF10 1BG,GB,51.4804323,-3.1790219,https://www.oldarcadecardiff.co.uk,Brains,,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 11:00-23:00
Rummer Tavern,14 Duke Street,Cardiff,CF10 1AY,GB,51.4813737,-3.1792455,,,,
Temple Bar,High Street,Cardiff,,GB,51.4808874,-3.1801417,,,,
Parallel,,Cardiff,,GB,51.480642,-3.1799412,,,,
Little O'Neill's,,Cardiff,,GB,51.4803954,-3.1783107,,,,
The Tin Mill,25-29 Merthyr Road,Cardiff,CF14 1DB,GB,51.51268,-3.2193081,,,,
Kegbelly,,Cardiff,,GB,51.5161835,-3.22475,,,,
The Prince Of Wales,81-83 Saint Mary Street,Cardiff,CF10 1FA,GB,51.4775637,-3.1779773,https://www.jdwetherspoon.com/pubs/all-pubs/wales/cardiff/the-prince-of-wales-cardiff,,+44 29 2064 4449,"Mo-Th 07:00-00:00; Fr 07:00-00:00; Sa 00:00-01:00,07:00-00:00; Su 00:00-01:00,07:00-00:00"
The Great Western,64 Saint Mary Street,Cardiff,CF10 1FA,GB,51.4765922,-3.1769493,https://www.jdwetherspoon.com/pubs/all-pubs/wales/cardiff/the-great-western-cardiff,,+44 2920 353 990,"Mo-Th 08:00-00:00; Fr 08:00-00:00; Sa 00:00-01:00,08:00-00:00; Su 00:00-01:00,08:00-00:00"
The Admiral,239 Cowbridge Road East,Cardiff,CF11 9AL,GB,51.4813247,-3.1998133,,,+44 2920 303945,
Slizza,42 Llandaff Road,Cardiff,CF11 9NJ,GB,51.4829302,-3.2023104,,,,
The Canton,6 Llandaff Road,Cardiff,CF11 9NJ,GB,51.482013,-3.2018969,https://sabrainpubs.com/pubs-and-hotels/partner/canton,,,Mo-Su 10:00-23:00
Crafty Devil's Cellar,16 Llandaff Road,Cardiff,CF11 9NJ,GB,51.4822696,-3.2020071,,,,
The Conway,,Cardiff,,GB,51.4882014,-3.2034501,,,,
Ty'r Winch,,Cardiff,,GB,51.525623,-3.1122736,,,,
The Church Inn,,Cardiff,,GB,51.525825,-3.1119551,,,,
The Poachers Inn,,Cardiff,,GB,51.5251134,-3.1127709,,,,
The Waterguard,Harbour Drive,Cardiff,CF10 4PA,GB,51.4623005,-3.1614131,,Samuel Smith,,
Ocean Park (Brewers Fayre),Keen Road,Cardiff,CF24 5JT,GB,51.4775434,-3.1595755,https://www.brewersfayre.co.uk/en-gb/locations/cardiff/ocean-park,,+44 2920 489 675,Mo-Sa 11:30-23:00; Su 12:00-22:30
The Monkstone Inn,902 Newport Road,Cardiff,CF3 4LL,GB,51.512837,-3.1242166,http://www.finepubs.co.uk/themonkstoneinn/,Marstons,+44 29 20778072,
Thackeray Restaurant Pub & Kitchen,,Cardiff,,GB,51.5036546,-3.138732,,,,
Rumney Conservative Club,,Cardiff,,GB,51.5032982,-3.1388462,,,,
The Claude,,Cardiff,,GB,51.4936993,-3.162942,https://www.greeneking.co.uk/pubs/south-glamorgan/claude,Greene King,,
The Oystercatcher,Terra Nova Way,Cardiff,CF64 1SB,GB,51.4463463,-3.1853349,,Hungry Horse,,
Maltsters Arms Hotel,42-44 Cardiff Road,Cardiff,CF5 2DS,GB,51.4933143,-3.2198398,https://sabrainpubs.com/pubs-and-hotels/south-wales/cardiff/maltsters,S.A. Brain & Co,+44 29 2033 3096,"Su-Th 11:00-22:00; Fr,Sa 11:00-23:00"
The Gatekeeper,9-10 Westgate Street,Cardiff,CF10 1DD,GB,51.4802746,-3.1817671,https://www.jdwetherspoon.com/pubs/all-pubs/wales/cardiff/the-gatekeeper-cardiff,,+44 29 2064 6020,Mo-Th 08:00-00:00; Fr 08:00-01:00; Sa 07:00-01:00; Su 08:00-00:00
Queens Vaults,29 Westgate Street,Cardiff,CF10 1EH,GB,51.4789533,-3.1793588,,,,
Canton Cross Vaults,1 Leckwith Road,Cardiff,CF11 8HJ,GB,51.4813422,-3.2014911,,,,
The Plymouth Arms,,Cardiff,,GB,51.4875837,-3.2679814,,,,Mo-Fr 11:30-23:00; Sa 10:00-23:00; Su 10:00-22:00
The Caerau,Bishopston Road,Cardiff,CF5 5DZ,GB,51.4742251,-3.2415579,,,,
Clive Arms,360 Cowbridge Road East,Cardiff,CF5 1HE,GB,51.482893,-3.2129408,https://www.greeneking.co.uk/pubs/south-glamorgan/clive-arms,Greene King,,
The Grange,134 Penarth Road,Cardiff,CF11 6NJ,GB,51.4698981,-3.1870063,,,,
The Three Horse Shoes,,Cardiff,,GB,51.5075815,-3.2006507,https://www.sabrain.com/threehorseshoes,Brains,,
Three Elms,Merthyr Road,Cardiff,CF14 1JE,GB,51.5100046,-3.2141453,https://www.hungryhorse.co.uk/pubs/mid-glamorgan/three-elms/,Greene King,+44 29 2061 6866,Mo-Sa 09:00-23:00; Su 09:00-22:30
The Aneurin Bevan,Caerphilly Road,Cardiff,CF14 4AD,GB,51.5077901,-3.1999578,,,,
The Home Guard,,Cardiff,,GB,51.4708771,-3.2482597,,,,
The Sand Martin,Ffordd Fred Keenor,Cardiff,CF11 8ER,GB,51.4739932,-3.205543,https://www.sandmartinpubcardiff.co.uk,,,
The Mount Stuart,Stuart Place,Cardiff,CF10 5BU,GB,51.4625856,-3.1664139,https://www.jdwetherspoon.com/pubs/all-pubs/wales/cardiff/the-mount-stuart-cardiff,,+44 2920 448 000,Su-Th 08:00-24:00; Fr-Sa 08:00-01:00
The Bridge Inn,,Cardiff,,GB,51.4838904,-3.2325529,,,,
The Woodville,1-5 Woodville Road,Cardiff,CF24 4DW,GB,51.4905924,-3.1805278,https://www.crafted-social.co.uk/woodville-cardiff,Stonegate,+44 29 2039 7859,Mo-We 11:30-23:00; Th 11:30-00:00; Fr-Sa 11:30-00:30; Su 11:30-23:00
Brewhouse & Kitchen,Sophia Close,Cardiff,CF11 9HW,GB,51.4851287,-3.1916097,https://www.brewhouseandkitchen.com/venue/cardiff/,,+44 29 2037 1599,"Su,Mo 12:00-23:00; Tu-Th 11:00-23:00; Fr,Sa 11:00-00:00"
The Windsor Arms,95 Windsor Road,Cardiff,CF64 1JE,GB,51.4402355,-3.1784123,,,,
The Three Arches,,Cardiff,,GB,51.5192156,-3.180808,,Brains,,Mo-Su 11:00-23:00
The Vulcan Lounge,2 Wyeverne Road,Cardiff,CF24 4BH,GB,51.4897651,-3.1745949,,,,
The Blackweir Tavern,35 North Road,Cardiff,CF10 3DX,GB,51.4929217,-3.1893766,https://www.blackweirtavernpub.co.uk/,Marstons,+44 2920 341405,Mo-We 11:00-23:30; Th-Fr 11:00-00:00; Sa 12:00-23:30; Su 11:00-23:30
The 4 E,1 Elm Street,Cardiff,CF24 3QR,GB,51.4879287,-3.1603733,,,+44 29 2046 2120,
The Willows,Willowbrook Drive,Cardiff,CF3 0AY,GB,51.5258712,-3.1032379,https://www.facebook.com/TheWillowsPub2018/,,+44 8454 639 208,Mo-Th 12:00-22:30; Fr 12:00-23:30; Sa 11:00-23:30; Su 12:00-22:30
The Crofts,,Cardiff,,GB,51.4895166,-3.1639515,,,,
Courts,Penarth Road,Penarth,CF64 1ND,GB,51.4483723,-3.1896952,,,,
The Church Inn,Tŷ Glas Road,Cardiff,CF14 5EH,GB,51.5288977,-3.1894786,https://www.greatukpubs.co.uk/church-inn-llanishen,,+44 29 2076 3601,
The Hollybush Coryton,Pendwyallt Road,Cardiff,CF14 7EG,GB,51.5215579,-3.2334948,https://www.stonehouserestaurants.co.uk/nationalsearch/wales/thehollybushcardiff#/,Stonehouse,,Mo-Su 09:00-23:00
The Heath,,Cardiff,,GB,51.498967,-3.1845264,,,,
Owain Glyndwr,10 St. John's Street,Cardiff,CF10 1GL,GB,51.4809008,-3.1788046,https://www.greatukpubs.co.uk/owain-glyndwr-cardiff,Stonegate,,
Coopers Carvery,427 Cowbridge Road West,Cardiff,CF5 5TF,GB,51.4695362,-3.2626523,https://www.cooperscarvery.co.uk/,,+442920311097,Mo-Su 11:00-23:00
The Pear Tree,,Cardiff,,GB,51.4942163,-3.1658395,,,,
The White Horse,11 White Horse Lane,Leicester,LE4 4EF,GB,52.6745492,-1.1175961,,,,
The Tom Hoskins,131 Beaumanor Road,Leicester,LE4 5QE,GB,52.6588567,-1.1325153,,,,
The Broadway,Abbey Lane,Leicester,,GB,52.6579348,-1.1333969,,,,
The Talbot,,Leicester,,GB,52.659689,-1.1256992,,,,
The Belgrave,,Leicester,,GB,52.6597841,-1.1233088,,,,
The Bridle Lane Tavern,2 Junction Road,Leicester,LE1 2HS,GB,52.6438921,-1.1266324,,,,
The Balmoral,190 Belgrave Road,Leicester,LE4 5AX,GB,52.6508082,-1.1221236,,,,
Cherry Tree,43 East Bond Street,Leicester,LE1 4SX,GB,52.6375451,-1.1358002,,,,
The Abbey,,Leicester,,GB,52.6480531,-1.1406951,,,,
The Clowes Arms,,Leicester,,GB,52.6533337,-1.1205817,,,,
Victoria Jubilee,112 Leire Street,Leicester,LE4 6NT,GB,52.6542593,-1.1150834,,,,
the Melton,197 Melton Road,Leicester,LE4 6QT,GB,52.6568787,-1.1167445,,,,
The Cradock Arms,,Leicester,,GB,52.6093317,-1.1169255,,,,
The Fox Inn,21 London Road,Oadby,LE2 5DL,GB,52.5977827,-1.0799059,,,,
The Black Dog,23 London Road,Oadby,LE2 5DL,GB,52.5977286,-1.0796793,,,,
Dhillon's Pub and Pizza,,Leicester,,GB,52.6324872,-1.1373791,,,,
Rutland and Derby,19-23 Millstone Lane,Leicester,LE1 5JN,GB,52.6326775,-1.135874,,,,
Royal Standard,87 Charles Street,Leicester,LE1 1FA,GB,52.6355387,-1.1302486,,,,
Ale Wagon,22 Rutland Street,Leicester,LE1 1RE,GB,52.6341872,-1.1287943,https://alewagon.co.uk/,,,
The High Cross,103-105 High Street,Leicester,LE1 4JB,GB,52.6353764,-1.1384198,https://www.jdwetherspoon.com/pubs/all-pubs/england/leicestershire/the-high-cross-leicester,,+44 116 251 9218,
The Dove,,Leicester,,GB,52.6290604,-1.0566766,,,,
Firebug,1 Mill Stone Lane,Leicester,LE1 5JN,GB,52.6330719,-1.1345031,,,,
Marquis Wellington,,Leicester,,GB,52.6273998,-1.120377,,,,
The Hind,49-51 London Road,Leicester,LE2 0PD,GB,52.6303053,-1.124834,,,,"Mo-We 10:00-23:00, Th 10:00-24:00, Fr,Sa 10:00-04:00, Su 12:00-23:00"
The Old Vicarage,123 Enderby Road,Whetstone,LE8 6JJ,GB,52.5762012,-1.1746731,,,,
The Bowling Green,,Leicester,,GB,52.6305186,-1.1363168,,,,Mo-Fr 10:00-21:00; Sa 12:00-09:00
Old Crown,46 Moat Street,Wigston,LE18 2GD,GB,52.5823656,-1.1080677,,,,
The Triangle,,Leicester,,GB,52.6379577,-1.0912945,,,,
Old Hare and Hounds,34 Bradgate Road,Leicester,LE7 7AA,GB,52.6716271,-1.1885524,,,,
Coach and Horses,,Leicester,,GB,52.6725651,-1.1866849,,,,
The Cedars,,Leicester,,GB,52.6208358,-1.0754586,,,,
Rose and Crown,Main Street,Leicester,LE7 9PJ,GB,52.62818,-1.0423454,,,,
The Tree,99 High Street,Leicester,LE1 4JB,GB,52.6354237,-1.13799,https://www.treeleicester.co.uk/,,,
Queen of Bradgate,93-97 High Street,Leicester,LE1 4JB,GB,52.6354455,-1.1378511,,,,
The Distillery,27 Market Street,Leicester,LE1 6DP,GB,52.6324008,-1.1336555,https://www.crafted-social.co.uk/distillery-leicester,Stonegate,,
The Manor,,Leicester,,GB,52.6386469,-1.057965,,,,
The Humber Stone,,Leicester,,GB,52.6469225,-1.0766197,,,,
Horse & Jockey,,Leicester,,GB,52.6459007,-1.1188772,,,,
The Marten Inn,,Leicester,,GB,52.6467002,-1.1132194,,,,
Sir Robert Peel,,Leicester,,GB,52.6281555,-1.1367933,,,,
The Charny,,Leicester,,GB,52.6404077,-1.1084301,,,,
Rifle Butts,,Leicester,,GB,52.6358727,-1.1035316,,,,
Desi Junction,,Leicester,,GB,52.6373945,-1.0985795,,,,
Treacey's,,Leicester,,GB,52.6343585,-1.0943255,,,,
Fat Budha,,Leicester,,GB,52.6334845,-1.1386136,,,,
The Tudor,,Leicester,,GB,52.6378136,-1.1481537,,,,
Wyvern Arms,,Leicester,,GB,52.6548478,-1.1029021,,,,
Owl & Pussycat,298 Melton Road,Leicester,LE4 7SL,GB,52.6616274,-1.114206,,,,
The Black Horse,,Leicester,,GB,52.6313688,-1.1453699,,,,
The Plough,46 Bushloe End,Wigston,LE18 2BA,GB,52.5830246,-1.1105909,,,,
Sir Charles Napier,,Leicester,,GB,52.6352446,-1.1574696,,,,
The Lansdowne,123 London Road,Leicester,LE2 0QT,GB,52.6281475,-1.1215097,,,,
Chartwell Arms,2-4 Chartwell Drive,Wigston,LE18 2FL,GB,52.5888962,-1.1225835,,,,
The Coronation,,Leicester,,GB,52.6506752,-1.1101467,,,,
The Loaded Dog,144 London Road,Leicester,LE2 1ED,GB,52.6271461,-1.1191185,https://www.crafted-social.co.uk/loaded-dog-leicester,Stonegate,,
King's Head,36 King Street,Leicester,LE1 6RL,GB,52.630661,-1.131724,,,,12:00-24:00
The Hunter's Rest,,Leicester,,GB,52.6336292,-1.1592914,,,,
Graduate,,Leicester,,GB,52.6300265,-1.1376617,,,,
Horse & Trumpet,Bull Head Street,Wigston,LE18 1PB,GB,52.5820537,-1.1025724,,,,
Nine Bar,74 Narborough Road,Leicester,LE3 0BS,GB,52.628335,-1.1493246,,,,
The Friary,13 Hotel Street,Leicester,LE1 5AW,GB,52.6338714,-1.1347777,,,,
Loaf,,Leicester,,GB,52.6306731,-1.1466336,,,,
Pi Bar,,Leicester,,GB,52.6275212,-1.1499945,,,,
West End Brewery,,Leicester,,GB,52.6306361,-1.1470604,,,,
The Lost Bar,,Leicester,,GB,52.6262778,-1.1513617,,,,
Metal Monocle,59-61 Braunstone Gate,Leicester,LE3 5LH,GB,52.63088,-1.1464623,,,,
The Gate,52½ Gateway Street,Leicester,LE2 7DP,GB,52.6287537,-1.1375946,,,,
The Royal,,Leicester,,GB,52.663072,-1.1036009,,,,
Grand Union,24 King Street,Leicester,LE1 6RL,GB,52.6309404,-1.1320004,,,,12:00-11:00
Real Ale Classroom,,Leicester,,GB,52.6348015,-1.1281516,,,,
Lock 42,,Leicester,,GB,52.641064,-1.1433856,,,,
King Richard III,70 Highcross Street,Leicester,LE1 4NN,GB,52.6358772,-1.1390969,,,,
The Lord Keeper Of The Great Seal,98-102 The Parade,Oadby,LE2 5BF,GB,52.6007548,-1.0841366,https://www.jdwetherspoon.com/pubs/all-pubs/england/leicestershire/the-lord-keeper-of-the-great-seal-oadby,,,Mo-Su 08:00-24:00
Hopology,117 Clarendon Park Road,"Leicester,",LE2 3AH,GB,52.6171158,-1.116579,https://www.hopology.co.uk/pages/about-us,,+44 116 291 1536,Tu-Th 16:30-21:00; Fr 16:30-22:00; Sa 14:00-22:00; Su 12:00-18:00
O'Neills,16-18 Loseby Lane,Leicester,LE1 5DR,GB,52.6349758,-1.1362215,,,,
Walkabout,17-23 Belvoir Street,Leicester,LE1 1DE,GB,52.633075,-1.1310685,https://www.walkaboutbars.co.uk/leicester,Stonegate,,
Barley Mow,149 Granby Street,Leicester,LE1 6FE,GB,52.6322326,-1.1273886,,Everards,,
Spencers,,Leicester,,GB,52.6355212,-1.1349771,,,,
Katie O'Briens Irish Tavern,17-19 Market Street,Leicester,LE1 6DN,GB,52.6327546,-1.1336395,,,,"Su-Th 12:00-22:00; Fr,Sa 09:00-23:00"
Rainbow and Dove,185 Charles Street,Leicester,LE1 1LA,GB,52.6330193,-1.1271893,https://www.rainbowanddove.co.uk/,,+44 116 429 5855,
The Real Ale Classroom,,Leicester,,GB,52.6167921,-1.1000115,,,,
Queens Road Tap,109 Queens Road,Leicester,LE2 1TT,GB,52.6172188,-1.1171153,https://tollgatebrewery.co.uk/pubs/the-queens-road-tap/,Tollgate Brewery,,Sa 12:00-22:30; Tu-Th 16:00-22:00; Fr 15:00-22:30; Su 14:00-20:00
The Two Tailed Lion,22 Millstone Lane,Leicester,LE1 5JN,GB,52.6329628,-1.13565,https://www.thetwotailedlion.com,,,Tu-Sa 12:00-23:00; Su 12:00-18:00
Fox & Tiger,4 Lutterworth Road,Blaby,LE8 4DN,GB,52.5756436,-1.1632213,,,,
Bulls Head,22 Lutterworth Road,Blaby,LE8 4DN,GB,52.5742574,-1.1635128,,,,
The Bakers Arms,The Green,Blaby,LE8 4FQ,GB,52.5762752,-1.1608003,,,,"Su-Th 12:00-23:00, Fr,Sa 12:00-24:00"
Black Horse,Sycamore Street,Blaby,LE8 4FJ,GB,52.5759392,-1.1623836,,,,"Mo-Th 12:00-23:00, Fr 12:00-01:00, Sa 11:30-01:00, Su 11:30-23:00"
The Blue Boar,,Leicester,,GB,52.633112,-1.1352932,https://www.blueboarleicester.co.uk/,,,
Everards Beer Hall,,Leicester,,GB,52.5928935,-1.1823237,https://www.everardsmeadows.co.uk/explore/everards-brewery/,,,
Breakers Snooker Club,,Leicester,,GB,52.6400134,-1.13022,,,,
The Castle,,Leicester,,GB,52.6319266,-1.1402796,,,,
The Distillery,,Leicester,,GB,52.6325901,-1.1334758,,,,
The Glen,,Leicester,,GB,52.5853865,-1.1508532,,,,
The Aberdale,111 Shackerdale Road,Leicester,LE2 6HT,GB,52.5975013,-1.1214759,,,,
Local Hero,84 Aylestone Road,Leicester,LE2 7LB,GB,52.6208686,-1.1355472,https://www.greeneking.co.uk/pubs/leicestershire/local-hero,,,
The Counting House,,Leicester,,GB,52.6211327,-1.1331004,,,,
Soar Point,25 The Newarke,Leicester,LE2 7BY,GB,52.6307715,-1.1419612,https://www.crafted-social.co.uk/soar-point-leicester,,+44 116 204 4911,Su-Th 12:00-23:00; Fr-Sa 11:00-00:00
Heathley Park,,Leicester,,GB,52.6505921,-1.1682242,https://www.greeneking.co.uk/pubs/leicestershire/heathley-park,Fayre & Square,,
Dover Castle,34 Dover Street,Leicester,LE1 6PT,GB,52.6317907,-1.1288686,http://www.ilovedover.co.uk/contact/index.php,,+44 116 255 3052,"We 18:00-24:00, Fr,Sa 18:00-02:00, Su 16:00-01:00; Mo,Tu off, Th 18:00-01:00"
Durham Ox,45 Birstall Street,Leicester,LE1 2HJ,GB,52.6432314,-1.1198424,,,,
Gynsills Farm,Leicester Road,Glenfield,LE3 8HB,GB,52.6575346,-1.191462,https://www.farmhouseinns.co.uk/pubs/leicestershire/gynsills-farm/,,,
The Oadby Owl,7 Glen Road,Oadby,LE2 4PE,GB,52.5942147,-1.068877,,,,
The Huntsman,,Leicester,,GB,52.6239229,-1.1539138,,,,
The Musician,42 Crafton Street West,Leicester,LE1 2DE,GB,52.638932,-1.1257416,,,,
The Willow,215 Humberstone Lane,Leicester,LE4 9JR,GB,52.668064,-1.0894991,,,,
The Old Plough,18 Front Street,Leicester,LE4 4DP,GB,52.6751574,-1.1186288,,,,
Earl of Stamford,Front Street,Leicester,LE4 4DQ,GB,52.6761313,-1.1189054,,,,
The New Joiners,73 Sanvey Gate,Leicester,LE1 4EQ,GB,52.6397734,-1.1399591,,,,
Braunstone & District Working Mens Club,2a Braunstone Close,Braunstone Town,LE3 2GE,GB,52.6125046,-1.1672572,,,,
Winstanley Arms,The Glade,Braunstone Town,LE3 2WB,GB,52.6054781,-1.1808605,,,,
Two Steeples,51 Bell Street,Wigston,LE18 1AD,GB,52.585319,-1.1036419,,Greene King,,
The Corn Exchange,1 Market Place,Leicester,LE1 5GG,GB,52.6345184,-1.1333735,https://www.jdwetherspoon.com/pubs/all-pubs/england/leicestershire/the-corn-exchange-leicester,Wetherspoon,,"Su-Th 08:00-00:00, Fr-Sa 08:00-01:00"
Cow & Plough,Gartree Road,Oadby,LE2 2FB,GB,52.6132118,-1.0716298,,,,
The White House,375 Scraptoft Lane,Leicester,LE7 9SE,GB,52.642928,-1.0466458,https://www.jdwetherspoon.com/pubs/all-pubs/england/leicestershire/the-white-house-leicester,,,
Keeper's Lodge,1,Leicester,LE4 1DF,GB,52.6654235,-1.1684256,,,,
The Bees Knees,Meridian Way,Braunstone Town,LE19 1LW,GB,52.6143673,-1.191692,https://www.hungryhorse.co.uk/pubs/leicestershire/bees-knees/,Greene King,,
Grange Farm,Florence Wragg Way,Oadby,LE2 4QZ,GB,52.5909223,-1.0621347,,Vintage Inns,,Mo-We 11:30-22:30; Th-Sa 11:30-23:00; Su 11:30-22:30
The Clarendon,7-9 West Avenue,Leicester,LE2 1TS,GB,52.6179563,-1.1156127,,,,
The Salmon,19 Butt Close Lane,Leicester,LE1 4QA,GB,52.6382101,-1.1359533,,,,
The Donkey,,Leicester,,GB,52.6163214,-1.1263891,,,,
The New Road Inn,,Leicester,,GB,52.6166173,-1.1266173,,,,
The Fairfield,Gloucester Crescent,Wigston,LE18 4YE,GB,52.5871569,-1.1335641,,,,
The Cricketers,Grace Road,Leicester,LE2 8AD,GB,52.6087874,-1.1429227,,,,
The Old Horse,198 London Road,Leicester,LE2 1NE,GB,52.6246352,-1.1155473,,,,11:00-23:30; Fr 11:00-00:30; Sa 11:00-00:00
Friar Lane & Epworth Football Club,,Leicester,,GB,52.6091067,-1.1315874,,,,
Glen Parva Manor,The Ford,Glen Parva,LE2 9TL,GB,52.5782476,-1.1508279,,,,
Knighton and Clarendon Park Conservative Club,,Leicester,,GB,52.6170243,-1.117041,https://www.knightonandclarendonparkconservativeclub.co.uk/,,,
Merry Monarch,,Leicester,,GB,52.6312054,-1.1535937,,,,
The Crows Nest,,Leicester,,GB,52.634594,-1.1506415,,,,
The Western,70 Western Road,Leicester,LE3 0GA,GB,52.6282391,-1.1470982,https://www.steamin-billy.co.uk/ourpubs/western.php,Steamin' Billy Brewing Co Limited,+44 116 254 5287,"Mo-Th 12:00-00:00; Fr,Sa 12:00-01:00; Su 12:00-24:00"
Eyres Monsell Club and Institute,Littlejohn Road,Leicester,,GB,52.5913365,-1.1440355,,,,
The Fountain,52 Humberstone Gate,Leicester,LE1 3PJ,GB,52.636769,-1.1291386,,,,
The Shoemaker,Cokayne Road,Leicester,LE3 6NE,GB,52.6372547,-1.1915061,,,,
The Three Kilns,69 Nicklaus Road,Leicester,LE4 7RP,GB,52.6680434,-1.0986737,,,,
The Hastings,88 Hastings Road,Leicester,LE5 0HL,GB,52.6452281,-1.101079,,,,
1852,2 Station Road,Wigston,LE18 2DH,GB,52.5818053,-1.1222828,,,,
The William Wygston,84 Leicester Road,Wigston,LE18 1DR,GB,52.5877649,-1.1057689,https://www.jdwetherspoon.com/pubs/all-pubs/england/leicestershire/the-william-wygston-wigston,,,"Mo,Tu,We,Th,Fr,Sa,Su 08:00-24:00"
Star And Garter,114 Leicester Road,Wigston,LE18 1DS,GB,52.5885873,-1.1055811,,,,
West End Working Men's Club,Braunstone Avenue,Leicester,LE3 1LD,GB,52.623477,-1.1651537,,,,
Nautical William,Aylestone Lane,Wigston,LE18 1BA,GB,52.5895658,-1.118103,,,,
The Meadow,Oronsay Road,Leicester,LE4 0RT,GB,52.6592678,-1.1587675,,,,
Forester's Arms,17 Frog Island,Leicester,LE3 5AG,GB,52.6416279,-1.1428523,,,,
The Sportsman,43 Park Rise,Leicester,LE3 6SG,GB,52.6332468,-1.1851844,,,,
Knight & Garter,14 Hotel Street,Leicester,LE1 5AW,GB,52.6340147,-1.1342704,,,,
The Market Tavern,1-5 Market Place,Leicester,LE1 5GG,GB,52.6341161,-1.1344372,,,,
The Blackbird,Blackbird Road,Leicester,LE4 0FW,GB,52.6471041,-1.1471678,,,,
The Good Neighbours,261 Aikman Avenue,Leicester,LE3 9PW,GB,52.6462865,-1.1753607,,,,
Barocco,2 Crafton Street West,Leicester,LE1 2DE,GB,52.638873,-1.1271788,,,,
The Wheel Inn,99 London Road,Oadby,LE2 5DP,GB,52.5969004,-1.0756282,,,,
The Alestone,660 Aylestone Road,Leicester,LE2 8PR,GB,52.6026241,-1.1548182,,,,
The Old Black Lion,71 Humberstone Gate,Leicester,LE1 1WB,GB,52.6362645,-1.1289671,,,,
The Scarlet Pimpernel,,Leicester,,GB,52.5928826,-1.1531793,,,,
The Crown Inn,148 Bradgate Road,Leicester,LE7 7FB,GB,52.6720813,-1.1939885,https://crownanstey.co.uk,,+441162358667,
The Bull's Head,44 Victoria Road,Whetstone,LE8 6JX,GB,52.5739994,-1.1797916,,,,
The Globe,43 Silver Street,Leicester,LE1 5EU,GB,52.6353105,-1.1361199,https://www.theglobeleicester.com/,Everards,+44 1162 539 492,
The Union,27 Middleton Street,Leicester,LE2 8LU,GB,52.603098,-1.1568677,,,,
The Black Horse,,Leicester,,GB,52.6029942,-1.1595652,https://www.blackhorseaylestone.co.uk/,,,
MagiBar,305-307 Saffron Lane,Leicester,LE2 6UE,GB,52.6090901,-1.1372933,,,,
